,publisher_link,publisher,journal_link,journal,count,date,ISSN
2008,,,/s/sae/risrel.html,Journalof Risk and Reliability,616 (616),2006-2019,
2009,http://www.springer.com,Springer,/s/kap/jrisku.html,Journalof Risk and Uncertainty,820 (587),1988-2019 (FULL),0895-5646
2010,http://www.emeraldinsight.com,Emerald Group Publishing,/s/eme/jrfpps.html,Journalof Risk Finance,358 (358),2007-2017,
2011,http://www.tandfonline.com/RJRR20,Taylor & Francis Journals,/s/taf/jriskr.html,Journalof Risk Research,1200 (1200),1998-2019 (FULL),1366-9877
2012,http://edirc.repec.org/data/caehuil.html,"Hebrew University, Center for Agricultural Economic Research",/s/ags/jlorco.html,Journalof Rural Cooperation,207 (207),1996-2014,
2013,http://edirc.repec.org/data/kreinkr.html,Korea Rural Economic Institute,/s/ags/jordng.html,Journalof Rural Development Nongchon-Gyeongje,858 (858),1978-2017,
2014,http://edirc.repec.org/data/aesjjea.html,Agricultural Economics Society of Japan,/s/ags/aesjre.html,Journalof Rural Economics,91 (91),2009-2015,
2015,http://edirc.repec.org/data/dauibng.html,"University of Ibadan, Department of Agricultural Economics",/s/ags/ngjred.html,Journalof Rural Economics and Development,31 (31),2007-2011,
2016,http://www.springer.com,Springer,/s/spr/jsched.html,Journalof Scheduling,147 (147),2016-2019,1099-1425
2017,,,/s/seg/012016.html,Journalof Smart Economic Growth,55 (55),2016-2018 (FULL),2537-141X
2018,http://www.kspjournals.org,KSP Journals,/s/ksp/journ4.html,Journalof Social and Administrative Sciences,121 (121),2014-2018 (FULL),
2019,http://edirc.repec.org/data/iseccin.html,"Institute for Social and Economic Change, Bangalore",/s/sch/journl.html,Journalof Social and Economic Development,101 (101),1998-2008,
2020,http://www.springer.com,SpringerInstitute for Social and Economic Change,/s/spr/jsecdv.html,Journalof Social and Economic Development,73 (73),2015-2019,2199-6873
2021,http://edirc.repec.org/data/aseeero.html,Bucharest University of Economic Studies,/s/aes/jsesro.html,Journalof Social and Economic Statistics,52 (52),2012-2017,2285-388X
2022,http://www.rassweb.org,Research Academy of Social Sciences,/s/rss/jnljse.html,Journalof Social Economics,57 (57),2014-2016 (FULL),
2023,http://www.conscientiabeam.com/journal/35,Conscientia Beam,/s/pkp/josere.html,Journalof Social Economics Research,39 (39),2014-2019 (FULL),
2024,http://www.tandfonline.com/RJSE20,Taylor & Francis Journals,/s/taf/jsocen.html,Journalof Social Entrepreneurship,157 (157),2010-2019 (FULL),1942-0676
2025,,,/s/jso/coejss.html,Journalof Social Sciences (COES&RJ-JSS),252 (252),2012-2019 (FULL),
2026,http://arpgweb.com/?ic=journal&journal=7&info=aims,Academic Research Publishing Group,/s/arp/tjssrr.html,TheJournalof Social Sciences Research,970 (970),2015-2019 (FULL),
2027,http://www.macrothink.org/journal/index.php/jsss,Macrothink Institute,/s/mth/jsss88.html,Journalof Social Science Studies,181 (181),2014-2019 (FULL),
2028,http://medieresociala.ro,"Editura Lumen, Department of Economics",/s/lum/rev8rl.html,Revista de Asistenta si Mediere Sociala -Journalof Social Work and Social Mediation,6 (0),2010-2010,
2029,http://edirc.repec.org/data/seuahes.html,Instituto Universitario de Análisis Económico y Social,/s/uae/soceng.html,Journalof Socioeconomic Engineering,11 (11),2014-2014,
2030,,,/s/sae/soudev.html,Journalof South Asian Development,178 (178),2006-2018,
2031,http://edirc.repec.org/data/cialgpt.html,"CIEO-Research Centre for Spatial and Organizational Dynamics, University of Algarve",/s/ris/jspord.html,Journalof Spatial and Organizational Dynamics,148 (148),2013-2019 (FULL),
2032,http://www.springer.com,Springer,/s/spr/jstada.html,Journalof Statistical Distributions and Applications,58 (58),2016-2019,2195-5832
2033,,,/s/sae/jospec.html,Journalof Sports Economics,758 (758),2000-2019,
2034,http://www.conscientiabeam.com/journal/90,Conscientia Beam,/s/pkp/josres.html,Journalof Sports Research,30 (30),2014-2019 (FULL),
2035,http://www.scienpress.com/,SCIENPRESS Ltd,/s/spt/stecon.html,Journalof Statistical and Econometric Methods,170 (170),2012-2019 (FULL),
2036,http://www.jstatsoft.org/,Foundation for Open Access Statistics,/s/jss/jstsof.html,Journalof Statistical Software,1145 (1145),1996-2017 (FULL),
2037,,JSDC Lokkatha Debate on Development,/s/sdc/journl.html,"Journalof Studies in Dynamics and Change (JSDC), ISSN: 2348-7038",36 (36),2014-2015 (FULL),
2038,http://www.blackwellpublishing.com/journal.asp?ref=1523-2409,Institute for Supply Management,/s/bla/jscmgt.html,Journalof Supply Chain Management,99 (99),2014-2019,1523-2409
2039,http://www.tandfonline.com/TSFI20,Taylor & Francis Journals,/s/taf/jsustf.html,Journalof Sustainable Finance & Investment,183 (183),2011-2019 (FULL),2043-0795
2040,http://www.springer.com,Springer,/s/kap/jtecht.html,TheJournalof Technology Transfer,876 (876),1977-2019,0892-9912
2041,http://edirc.repec.org/data/asfmrea.html,American Society of Farm Managers and Rural Appraisers,/s/ags/jasfmr.html,Journalof the ASFMRA,252 (252),2003-2016,
2042,http://www.tandfonline.com/rjpa20,Taylor & Francis Journals,/s/taf/rjpaxx.html,Journalof the American Planning Association,631 (631),2010-2019,0194-4363
2043,http://www.amstat.org/publications/jasa/index.cfm?fuseaction=main,American Statistical Association,/s/bes/jnlasa.html,Journalof the American Statistical Association,1759 (1759),2001-2011,
2044,http://www.journals.uchicago.edu/JACR,University of Chicago Press,/s/ucp/jacres.html,Journalof the Association for Consumer Research,166 (166),2016-2019 (FULL),
2045,http://www.asis.org,Association for Information Science & Technology,/s/bla/jinfst.html,Journalof the Association for Information Science & Technology,1988 (1988),1976-2019,
2046,http://www.tandfonline.com/UASA20,Taylor & Francis Journals,/s/taf/jnlasa.html,Journalof the American Statistical Association,1059 (1059),2011-2019 (FULL),0162-1459
2047,http://www.journals.uchicago.edu/JAERE/,University of Chicago Press,/s/ucp/jaerec.html,Journalof the Association of Environmental and Resource Economists,167 (167),2014-2019 (FULL),
2048,http://edirc.repec.org/data/febaubd.html,Bangladesh Agricultural University,/s/ags/bdbjaf.html,BangladeshJournalof Agricultural Economics,457 (457),1978-2018,
2049,http://www.springer.com,SpringerEconomic Science Association,/s/spr/jesaex.html,Journalof the Economic Science Association,42 (42),2016-2018,2199-6784
2050,https://www.journals.elsevier.com/the-journal-of-the-economics-of-ageing,Elsevier,/s/eee/joecag.html,TheJournalof the Economics of Ageing,137 (137),2013-2019 (FULL),2212-828X
2051,http://www.mitpressjournals.org/jeea,MIT Press,/s/tpr/jeurec.html,Journalof the European Economic Association,537 (537),2003-2010 (FULL),
2052,http://edirc.repec.org/data/eeaaaea.html,European Economic Association,/s/bla/jeurec.html,Journalof the European Economic Association,297 (297),2010-2016 (FULL),
2053,http://edirc.repec.org/data/eeaaaea.html,European Economic Association,/s/oup/jeurec.html,Journalof the European Economic Association,127 (127),2016-2018 (FULL),
2054,https://journals.cambridge.org/jid_HET,Cambridge University Press,/s/cup/jhisec.html,Journalof the History of Economic Thought,1474 (1474),1979-2019,
2055,http://www.elsevier.com/locate/inca/622903,Elsevier,/s/eee/jjieco.html,Journalof the Japanese and International Economies,899 (899),1987-2019 (FULL),0889-1583
2056,http://www.springer.com,SpringerPortland International Center for Management of Engineering and Technology (PICMET),/s/spr/jknowl.html,Journalof the Knowledge Economy,421 (421),2010-2019 (FULL),1868-7865
2057,http://edirc.repec.org/data/nearuea.html,New Economic Association,/s/nea/journl.html,Journalof the New Economic Association,601 (601),2009-2019,
2058,http://www.palgrave-journals.com/,Palgrave MacmillanThe OR Society,/s/pal/jorsoc.html,Journalof the Operational Research Society,3075 (3075),1998-2017,0160-5682
2059,,,/s/sae/jothpo.html,Journalof Theoretical Politics,661 (661),1989-2019,
2060,http://edirc.repec.org/data/rssssea.html,Royal Statistical Society,/s/bla/jorssa.html,Journalof the Royal Statistical Society Series A,2032 (1981),1988-2019,0964-1998
2061,http://edirc.repec.org/data/rssssea.html,Royal Statistical Society,/s/bla/jorssb.html,Journalof the Royal Statistical Society Series B,1029 (1012),1997-2019,1369-7412
2062,http://edirc.repec.org/data/rssssea.html,Royal Statistical Society,/s/bla/jorssc.html,Journalof the Royal Statistical Society Series C,3323 (3289),1952-2019,0035-9254
2063,http://www.trforum.org/journal/,Transportation Research Forum,/s/ags/ndjtrf.html,Journalof the Transportation Research Forum,343 (343),2004-2017,
2064,http://www.blackwellpublishing.com/journal.asp?ref=0143-9782,Wiley Blackwell,/s/bla/jtsera.html,Journalof Time Series Analysis,1542 (1496),1980-2019,0143-9782
2065,https://www.degruyter.com,De Gruyter,/s/bpj/jtsmet.html,Journalof Time Series Econometrics,104 (104),2009-2019 (FULL),
2066,http://edirc.repec.org/data/ftrauro.html,Romanian-American University,/s/rau/jurtct.html,Journalof Tourism Challenges and Trends,19 (19),2008-2009 (FULL),1844-9742
2067,http://www.conscientiabeam.com/journal/31,Conscientia Beam,/s/pkp/jotmre.html,Journalof Tourism Management Research,25 (25),2014-2018 (FULL),
2068,http://edirc.repec.org/data/ctumnus.html,"Center for Transportation Studies, University of Minnesota",/s/ris/jtralu.html,TheJournalof Transport and Land Use,146 (146),2008-2014 (FULL),
2069,http://www.bath.ac.uk/e-journals/jtep,University of Bath,/s/tpe/jtecpo.html,Journalof Transport Economics and Policy,350 (350),2001-2016,0022-5258
2070,http://www.tandfonline.com/RJTR20,Taylor & Francis Journals,/s/taf/jtrust.html,Journalof Trust Research,104 (104),2010-2019 (FULL),2151-5581
2071,http://www.tandfonline.com/cjud20,Taylor & Francis Journals,/s/taf/cjudxx.html,Journalof Urban Design,469 (469),2011-2019,1357-4809
2072,http://www.elsevier.com/locate/inca/622905,Elsevier,/s/eee/juecon.html,Journalof Urban Economics,2135 (2135),1974-2019 (FULL),0094-1190
2073,http://www.tandfonline.com/rjou20,Taylor & Francis Journals,/s/taf/rjouxx.html,Journalof Urbanism: International Research on Placemaking and Urban Sustainability,160 (160),2013-2019,1754-9175
2074,http://www.tandfonline.com/cjut20,Taylor & Francis Journals,/s/taf/cjutxx.html,Journalof Urban Technology,237 (237),2012-2019,1063-0732
2075,https://journals.cambridge.org/jid_JWE,Cambridge University Press,/s/cup/jwecon.html,Journalof Wine Economics,397 (397),2006-2019 (FULL),
2076,http://edirc.repec.org/data/ienbgyu.html,Institute of Economic Sciences,/s/ibg/jwejou.html,Journalof Women's Entrepreneurship and Education,88 (88),2009-2014,1821-1283
2077,http://www.elsevier.com/wps/find/journaldescription.cws_home/620401/description#description,Elsevier,/s/eee/worbus.html,Journalof World Business,937 (937),1997-2019,1090-9516
2078,http://ven.ztu.edu.ua/,Житомирський державний технологічний університет // ZHYTOMYR STATE TECHNOLOGICAL UNIVERSITY,/s/scn/000ven.html,Вісник Житомирського державного технологічного університету. Серія: Економічні науки    THEJOURNALOF ZHYTOMYR STATE TECHNOLOGICAL UNIVERSITY. SERIES: ECONOMICS,2568 (2568),2005-2018,
2079,http://edirc.repec.org/data/fbubbro.html,"Babes-Bolyai University, Faculty of Business",/s/bbn/journl.html,JOURNALSTUDIA UNIVERSITATIS BABES-BOLYAI NEGOTIA,361 (361),2005-2018,
2080,,Society for Judgment and Decision Making,/s/jdm/journl.html,Judgmentand Decision Making,704 (704),2006-2019 (FULL),1930-2975
2081,http://edirc.repec.org/data/zemande.html,ZEW - Leibniz Centre for European Economic Research,/s/zbw/zewjun.html,"JUNGEUNTERNEHMEN: Fakten, Analysen, Perspektiven",26 (26),2014-2017 (FULL),
2082,http://edirc.repec.org/data/aseeero.html,"Bucharest Academy of Economic Studies, Law Department",/s/asr/journl.html,JuridicalTribune (Tribuna Juridica),361 (361),2011-2019 (FULL),
2083,http://jls.upa.ro/,"Editura Lumen, Department of Economics on Behalf of Petre Andrei University Iasi",/s/lum/rev4rl.html,Jurnalulde Studii Juridice,407 (350),2009-2017 (FULL),
2084,http://edirc.repec.org/data/kdiiikr.html,Korea Development Institute (KDI),/s/kdi/kdifea.html,KDI FeatureArticle,10 (10),2015-2016,
2085,http://edirc.repec.org/data/kdiiikr.html,Korea Development Institute (KDI),/s/kdi/kdifoc.html,KDI Focus,27 (27),2015-2016,
2086,http://edirc.repec.org/data/kdiiikr.html,Korea Development Institute (KDI),/s/kdi/kdifor.html,KDI Forum,3 (3),2015-2015,
2087,http://edirc.repec.org/data/kdiiikr.html,Korea Development Institute (KDI),/s/kdi/journl.html,KDI Journalof Economic Policy,30 (30),2015-2016,1738-656X
2088,http://edirc.repec.org/data/kdiiikr.html,Korea Development Institute (KDI),/s/kdi/kdipol.html,KDI PolicyStudy,12 (12),2015-2015,
2089,http://edirc.repec.org/data/ffucdro.html,"Faculty of Finance, Banking and Accountancy Bucharest,""Dimitrie Cantemir"" Christian University Bucharest",/s/khe/journl.html,KnowledgeHorizons - Economics,712 (712),2009-2017 (FULL),
2090,http://edirc.repec.org/data/rikobjp.html,"Research Institute for Economics & Business Administration, Kobe University",/s/kob/review.html,KobeEconomic & Business Review,355 (355),1953-2010,
2091,http://edirc.repec.org/data/koethch.html,"KOF Swiss Economic Institute, ETH Zurich",/s/kof/anskof.html,KOF Analysen,114 (114),2007-2018 (FULL),
2092,http://edirc.repec.org/data/iwhhhde.html,Halle Institute for Economic Research (IWH),/s/zbw/iwhkon.html,Konjunkturaktuell,70 (70),2013-2019 (FULL),2195-8319
2093,http://www.duncker-humblot.de,"Duncker & Humblot, Berlin",/s/aeq/aeqaeq.html,Applied Economics Quarterly (formerly:Konjunkturpolitik),136 (49),2006-2013,1611-6607
2094,http://www.duncker-humblot.de,"Duncker & Humblot GmbH, Berlin",/s/dah/aeqaeq.html,Applied Economics Quarterly (formerly:Konjunkturpolitik),62 (62),2014-2017,1611-6607
2095,http://edirc.repec.org/data/keaaaea.html,Korean Economic Association,/s/kea/keappr.html,KoreanEconomic Review,594 (594),1985-2019 (FULL),
2096,http://www.kszemle.hu,Közgazdasági Szemle Alapítvány (Economic Review Foundation),/s/ksa/szemle.html,KözgazdaságiSzemle (Economic Review - monthly of the Hungarian Academy of Sciences),1823 (1823),1995-2019,
2097,https://www.tplondon.com/,"Transnational Press London, UK",/s/mig/ksjrnl.html,KurdishStudies,71 (71),2013-2018 (FULL),2051-4883
2098,http://www.blackwellpublishing.com/journal.asp?ref=0023-5962,Wiley Blackwell,/s/bla/kyklos.html,Kyklos,1508 (461),1969-2019,0023-5962
2099,http://edirc.repec.org/data/csrotit.html,CEIS,/s/bla/labour.html,LABOUR,607 (607),1997-2019,
2100,http://www.elsevier.com/locate/labeco,Elsevier,/s/eee/labeco.html,LabourEconomics,1422 (1422),1993-2019 (FULL),0927-5371
2101,http://edirc.repec.org/data/lsecopk.html,"Department of Economics, The Lahore School of Economics",/s/lje/journl.html,LahoreJournal of Economics,422 (422),1996-2018,
2102,https://www.mdpi.com/,"MDPI, Open Access Journal",/s/gam/jlands.html,Land,565 (565),2012-2019 (FULL),2073-445X
2103,http://le.uwpress.org/,University of Wisconsin Press,/s/uwp/landec.html,LandEconomics,1869 (1869),1970-2019,
2104,http://www.luwrr.com/,"University of Newcastle upon Tyne, Centre for Land Use and Water Resources Research",/s/ags/luawrr.html,LandUse and Water Resources Research,28 (28),2001-2008 (FULL),
2105,http://www.tandfonline.com/rlsh20,Taylor & Francis Journals,/s/taf/rlshxx.html,LandscapeHistory,118 (118),2010-2019,0143-3768
2106,http://www.tandfonline.com/clar20,Taylor & Francis Journals,/s/taf/clarxx.html,LandscapeResearch,538 (538),2011-2019,0142-6397
2107,http://www.springer.com,SpringerCentro de Investigaciòn y Docencia Económica (CIDE),/s/spr/laecrv.html,LatinAmerican Economic Review,66 (66),2014-2019,2196-436X
2108,http://edirc.repec.org/data/iepuccl.html,Instituto de Economía. Pontificia Universidad Católica de Chile.,/s/ioe/cuadec.html,LatinAmerican Journal of Economics-formerly Cuadernos de Economía,913 (913),1963-2016 (FULL),0717-6821
2109,https://www.degruyter.com,De Gruyter,/s/bpj/lawdev.html,TheLaw andDevelopment Review,213 (213),2008-2019 (FULL),
2110,https://www.mdpi.com/,"MDPI, Open Access Journal",/s/gam/jlawss.html,Laws,236 (236),2011-2019 (FULL),2075-471X
